P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 60532 b,3.0,336.89768,-25.42624,25.42624,8.961274,-0.262314,0.248862,2008.0,2016-09-08,201.9,-0.3,0.3,0.77,-0.02,0.02,0.26,-0.02,0.02,96.85799999999999,-5.339,5.786,-3.7,-5.7,5.7,2454594.7,-2.8,2.8,29.6,0.2714,-0.0752,0.079,0.0,0.0,0.0,Radial Velocity,HD 60532,113.51325,-22.296066,4.44,25.99,-0.16,0.16,-0.26,-0.074,0.074,1.5,-0.09,0.09,2.57,-0.12,0.12,F6 IV,2.8,-0.6,0.1,6245.0,-80.0,80.0,3.8,"HD 60532, HIP 36795",4.1877984,19.1395105,2.029027156,0.2604131674,0.034645213,0.796026,0.5698,0.9702,0.77665568,15.721793,9.5622947,27.722971,500.72793,448.00766,584.59467,Jovian,2.57,F,7.5675505,07 34 03.1819,-22 17 45.8376,9.0008736,2.1884787,5.1017933,2.7719436,4.836965,2.9300359,4.836965,2.6755824,4.836965,8.1003933,5.1802548,0.48616266,0.0,0.0,Hot,0.0,0.1276471,Puppis,Pup,Stern,13.731379,336.89768,0.77
HD 60532 c,3.0,797.74829,-50.85248,50.85248,8.748284,-0.430464,0.502208,2008.0,2016-09-08,600.1,-2.4,2.4,1.6,-0.04,0.04,0.03,-0.02,0.02,97.351,-5.0414,5.478999999999999,179.8,-58.7,58.7,2454973.0,-100.1,100.1,61.6,0.34559999999999996,-0.0736,0.07020000000000001,0.0,0.0,0.0,Radial Velocity,HD 60532,113.51325,-22.296066,4.44,25.99,-0.16,0.16,-0.26,-0.078,0.078,1.5,-0.09,0.09,2.57,-0.12,0.12,F6 IV,2.8,-0.6,0.1,6245.0,-80.0,80.0,3.8,"HD 60532, HIP 36795",5.97733356,37.0132472,3.75722662,0.389061944,0.12577716,1.60072,1.552,1.648,1.6001802,3.5175495,3.3141354,3.7368118,348.8443,343.74586,354.21767,Jovian,2.57,F,7.5675505,07 34 03.1819,-22 17 45.8376,9.0008736,2.1884787,5.1017933,2.7719436,4.836965,2.9300359,4.836965,2.6755824,4.836965,8.1003933,5.1802548,0.48616266,0.0,0.0,Hot,0.0,0.27575682,Puppis,Pup,Stern,13.22032,797.74829,1.6
HD 62509 b,3.0,731.00441,-143.0226,143.0226,9.048712,-0.36544600000000005,0.43270600000000004,2006.0,2015-03-26,589.64,-0.81,0.81,1.64,-0.27,0.27,0.02,-0.03,0.03,89.27199999999999,-0.332,0.346,354.58,-95.65,95.65,2447739.0,-4.5,4.5,159.0,0.30720000000000003,-0.14679999999999999,0.1252,0.0,0.0,0.0,Radial Velocity,HD 62509,116.32896,28.026199,1.14,10.34,-0.09,0.09,0.07,-0.05,0.05,2.1,-0.08,0.08,8.31,-0.09,0.09,K0 III,0.98,-0.13,0.13,4946.0,-18.0,18.0,3.07,"HD 62509, HIP 37826",8.47163162,89.3483304,26.42425,10.297820386000001,0.11308943,1.640328,1.6072,1.6728,1.640082,13.769124,13.231805,14.333997,490.72582,485.90312,495.72033,Jovian,8.31,K,7.7552642,07 45 18.9511,+28 01 34.3164,37.026029,4.7782371,11.577711,6.0523484,10.976706,6.4054812,10.976706,5.8428911,10.976706,16.429235,0.62209003,0.45656465,0.0,0.0,Hot,0.0,0.13777659,Gemini,Gem,Twins,13.271242,731.00441,1.64
HD 63454 b,3.0,79.457001,-3.17828,3.17828,3.661186,-0.16814999999999997,0.188328,2005.0,2018-09-06,2.81805,-7.1e-05,7.1e-05,0.04,0.0,0.0,0.0,-0.05183600000000001,0.062836,82.05,-5.132,3.874,41.04,-51.986000000000004,37.086,2452794.4400000004,-0.8758000000000001,0.9358000000000002,1.06,0.39119999999999994,-0.1742,0.20839999999999997,0.0,0.0,0.0,Radial Velocity,HD 63454,114.84105,-78.278969,9.37,37.73,-0.03,0.03,0.1,-0.076,0.076,0.42,-0.03,0.03,0.77,-0.01,0.01,K4 V,4.96,-1.6524,1.6524,4812.0,-28.0,28.0,4.28,"HD 63454, HIP 37284",2.84331924,8.451358260000001,1.030270948,0.15134762019999998,0.0022968863,0.04,0.04,0.04,0.040000001,178.01336,178.01336,178.01336,930.5893,930.5893,930.5893,Jovian,0.77,K,7.6560703,07 39 21.8532,-78 16 44.2884,0.28482137,0.42160908,1.0272672,0.53403178,0.97394061,0.5652784,0.97394061,0.51555256,0.97394061,1.4409538,0.28899041,0.345489,0.0,0.0,Hot,0.0,0.088000247,Chamaeleon,Cha,Chameleon,10.632932,79.457001,0.04
HD 63765 b,3.0,168.44884,-9.5348401,9.5348401,6.223792,-0.21971599999999997,0.21971599999999997,2009.0,2018-09-06,358.0,-1.0,1.0,0.94,-0.02,0.02,0.24,-0.04,0.04,73.9188,-4.9004,3.711,152.318,-10.208,10.208,2452604.9799999995,-8.106,8.106,28.9,0.60306,-0.04820000000000001,0.0548,0.0,0.0,0.0,Radial Velocity,HD 63765,116.95716,-54.264145,8.1,32.57,-0.03,0.03,-0.16,-0.027999999999999997,0.027999999999999997,0.65,-0.01,0.01,0.83,-0.01,0.01,G9 V,7.03200004,-2.1,2.036,5449.0,-11.0,11.0,4.41,"HD 63765, HIP 38041",2.5109299800000002,6.959619000000001,1.415188144,0.39552208159999996,0.045559422,0.967072,0.7144,1.1656,0.94689952,0.63436427,0.40050965,1.0661767,224.86454,202.67405,258.88221,Jovian,0.83,G,7.7971445,07 47 49.7201,-54 15 50.9220,0.54414177,0.5643468,1.3425207,0.7148214,1.2728314,0.75611926,1.2728314,0.69005337,1.2728314,1.9916811,0.99857784,0.39962769,1.0,1.0,Warm,0.0,0.36614253,Carina,Car,Keel,14.156616,168.44884,0.94
HD 64114 b,3.0,17.798368,-3.4992863,3.4992863,4.60731,-0.242136,0.208506,2019.0,2019-05-23,45.791,-0.07,0.07,0.246,-0.005,0.005,0.12,-0.08,0.08,82.3034,-5.3420000000000005,3.980200000000001,215.3,-85.53,85.53,2454770.4,-8.146339999999999,7.36392,7.8,0.44320000000000004,-0.13620000000000002,0.1504,0.0,0.0,0.0,Radial Velocity,HD 64114,117.98286,-11.032976,7.718,31.55,-2.462,2.462,0.19400000000000003,-0.041999999999999996,0.041999999999999996,0.95,-0.05,0.05,1.218,-0.019999999999999997,0.019999999999999997,G7 V,7.314,-2.652,2.524,5676.0,-87.0,32.0,4.286,"HD 64114, HIP 38392",2.25782516,5.27805892,1.6142852599999997,0.6051807022,0.0057511563,0.2477712,0.21648,0.27552,0.24644492,414.1048058,374.53698299999996,462.98035359999994,1094.3426919999997,1062.794152,1131.3386859999998,Neptunian,1.218,G,7.8655247,07 51 55.8888,-11 01 58.7136,1.3615526160000002,0.876473606,2.07311286,1.110166742,1.96549928,1.1740915219999999,1.96549928,1.071674262,1.96549928,3.1268377,1.6737379,0.4535157,0.0,0.0,Hot,0.0,0.11067404480000001,Monoceros,Mon,Unicorn,4.4050326,17.798368,0.246
HD 6434 b,3.0,155.73572,-12.71312,12.71312,4.398804,-0.141246,0.35199400000000003,2003.0,2018-09-06,21.998,-0.009,0.009,0.14,0.0,0.0,0.17,-0.03,0.03,82.04480000000001,-6.4079999999999995,3.9844,141.66,-15.1,13.319999999999999,2451986.3400000003,-3.4175600000000004,3.3638,3.3,0.49720000000000003,-0.14300000000000002,0.15360000000000001,0.0,0.0,0.0,Radial Velocity,HD 6434,16.167295,-39.488216,7.71,42.41,-0.08,0.08,-0.55,-0.042,0.042,1.1,-0.13,0.13,1.12,-0.01,0.01,G2/3 V,5.720000000000001,-1.0402,1.0402,5769.0,-14.0,14.0,4.38,"HD 6434, HIP 5054",2.78091764,8.26691358,1.7477434080000003,0.4745634819999999,0.0060579151,0.142023,0.1162,0.1638,0.14051063,64.452356,46.397978,92.196533,717.91336,664.92042,789.44805,Jovian,1.12,G,1.0778197,01 04 40.1510,-39 29 17.5776,1.2448782,0.83777816,1.9742528,1.0611501,1.8717711,1.1221149,1.8717711,1.0243377,1.8717711,3.012501,2.0620512,0.47622847,0.0,0.0,Hot,0.0,0.079657814,Phoenix,Phe,Phoenix,14.20558,155.73572,0.14
HD 65216 b,3.0,411.58726,-19.705336,19.705336,7.396357999999999,-0.34975199999999995,0.383382,2003.0,2019-03-14,577.6,-1.328,1.328,1.301,-0.02,0.02,0.27,-0.02,0.02,77.9188,-0.0526,0.0462,212.0,-3.0,3.0,2453555.84,-117.55999999999999,51.0,37.0,0.46799999999999997,-0.1648,0.1244,0.0,0.0,0.0,Radial Velocity,HD 65216,118.42217,-63.647324,7.964,35.16,-0.04,0.04,0.2638,-0.029199999999999997,0.029199999999999997,0.87,-0.054000000000000006,0.054000000000000006,1.24,-0.038,0.038,G5 V,3.7948,-1.959,1.959,5612.0,-25.6,25.6,4.44,"HD 65216, HIP 38558",3.6951862600000007,16.54269194,1.9805268040000001,0.28800458959999997,0.074022927,1.3484215,0.94973,1.65227,1.3131492,0.47115137,0.2812654,0.85129098,208.11696,185.5342,244.71716,Jovian,0.92952168,G,7.8948119,07 53 41.3230,-63 38 50.3664,0.76785346,0.66413047,1.5719635,0.84120734,1.4903641,0.88966539,1.4903641,0.81204311,1.4903641,2.3659357,1.4561332,0.44041038,1.0,1.0,Warm,0.0,0.33886654,Carina,Car,Keel,13.610928,411.58726,1.301
HD 65216 c,3.0,645.19085,-34.96108,34.96108,8.454582,-0.322848,0.354236,2013.0,2019-03-14,5370.0,-20.0,20.0,5.75,-0.09,0.09,0.17,-0.04,0.04,59.501999999999995,-0.7741999999999999,0.8085999999999997,123.0,-10.0,10.0,2454382.8,-432.6,436.6,164.0,0.24379999999999996,-0.08860000000000001,0.0958,0.0,0.0,0.0,Radial Velocity,HD 65216,118.42217,-63.647324,7.964,35.16,-0.04,0.04,0.11580000000000001,-0.0306,0.0306,0.87,-0.036,0.048,1.1720000000000002,-0.02,0.02,G5 V,6.061999999999999,-2.1046000000000005,2.1048,5612.0,-25.0,25.0,4.44,"HD 65216, HIP 38558",5.745361,48.6420869,3.4654087239999996,0.26762488160000003,0.43210318,5.8330875,4.7725,6.7275,5.7709724,0.023567346,0.016965667,0.033712152,99.275025,91.947017,109.16704,Jovian,0.92952168,G,7.8948119,07 53 41.3230,-63 38 50.3664,0.76785346,0.66413047,1.5719635,0.84120734,1.4903641,0.88966539,1.4903641,0.81204311,1.4903641,2.3659357,1.4561332,0.44041038,0.0,0.0,Cold,0.0,0.091537987,Carina,Car,Keel,13.34436,645.19085,5.75
HD 66141 b,3.0,1906.968,-95.348401,95.348401,9.524016,-0.40356,0.396834,2012.0,2014-05-14,480.5,-0.5,0.5,1.2,-0.1,0.1,0.07,-0.03,0.03,88.554,-0.526,0.48200000000000004,22.1,-3.5,3.5,2451320.8,-4.8,4.8,17.6,0.3148,-0.1052,0.10500000000000001,0.0,0.0,0.0,Radial Velocity,HD 66141,120.56641,2.334571,4.38,68.16,-2.09,2.09,-0.323,-0.034,0.034,1.1,-0.1,0.1,21.4,-0.6,0.6,K2 III,6.84,-1.39,1.39,4323.0,-15.0,15.0,1.78,"HD 66141, HIP 39311",15.2290642,254.45457400000004,66.3392654,25.706542394000003,0.1341013,1.20294,1.116,1.284,1.2007362,99.761112,86.921475,115.06116,804.4247,777.90521,834.40538,Jovian,21.4,K,8.0377608,08 02 15.9389,+02 20 04.4556,143.30361,9.6283553,23.987482,12.19582,22.742182,12.917037,22.742182,11.773654,22.742182,32.321562,0.17195424,0.50878201,0.0,0.0,Hot,0.0,0.080637543,Canis Minor,CMi,Little Dog,12.722982,1906.968,1.2
HD 66428 b,3.0,1018.3209,-13.666604,13.666604,8.454581999999998,-0.322848,0.354236,2005.0,2019-06-27,2263.12,-5.94,6.13,3.467,-0.024,0.024,0.493,-0.015,0.015,73.9772,-0.017800000000000003,0.0536,187.03,-2.07,1.926,2456857.2,-7.4,7.3,65.0,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,HD 66428,120.86944,-1.162709,8.246,53.36,-0.22,0.22,0.23,-0.05,0.05,1.08,-0.02,0.02,1.1,-0.06,0.06,G8 IV (+ G),3.515,-2.04,2.04,5773.0,-23.0,23.0,4.36,"HD 66428, HIP 39417",5.981542360000001,37.51148439999999,3.27738832,0.288558054,0.17241193,3.8883254,1.757769,5.176231,3.5818495,0.1151433,0.044942057,0.38972355,141.0137,117.30274,201.2955,Jovian,1.1,G,8.057963,08 03 28.6666,-01 09 45.7524,1.204149,0.82376129,1.9410143,1.0433959,1.840258,1.1033367,1.840258,1.0071988,1.840258,2.9628106,2.0636099,0.45257127,0.0,0.0,Cold,0.0,0.17365301,Monoceros,Mon,Unicorn,13.079078,1018.3209,3.467
HD 67087 b,3.0,972.55369,-63.565601,69.922161,8.712411999999999,-0.47530400000000006,0.524628,2015.0,2015-04-01,352.2,-1.6,1.7,1.08,-0.04,0.04,0.17,-0.07,0.07,79.2,-7.958999999999999,8.3576,285.0,-17.0,21.0,2450154.8,-29.1,26.3,14.1,0.3416,-0.0896,0.0822,0.0,0.0,0.0,Radial Velocity,HD 67087,121.91565,31.551319,8.05,76.69,-0.33,0.33,0.25,-0.04,0.04,1.36,-0.04,0.04,1.55,-0.32,0.32,F8 V,1.45,-0.51,0.51,6330.0,-47.0,47.0,4.19,"HD 67087, HIP 39767",5.97733356,37.0132472,3.7572266199999995,0.38906194399999994,0.08018232,1.095606,0.8964,1.2636,1.0839392,3.0066813,2.1644505,4.300938,333.64466,309.01661,366.88986,Jovian,1.55,F,8.1277104,08 07 39.7573,+31 33 04.7484,3.4559455,1.3491549,3.1403122,1.7088458,2.9773023,1.8061901,2.9773023,1.649419,2.9773023,5.0193469,5.8021244,0.4216633,0.0,0.0,Hot,0.0,0.29737553,Gemini,Gem,Twins,13.105568,972.55369,1.08
HD 67087 c,3.0,1541.4658,-1147.3591,3178.28,8.10483,-0.408044,0.43943199999999993,2015.0,2015-04-01,2374.0,-156.0,193.0,3.86,-0.37,0.43,0.76,-0.24,0.17,89.9538,-0.021,0.0568,256.0,-25.0,28.0,2450322.5,-407.1,370.6,50.3,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,HD 67087,121.91565,31.551319,8.05,76.69,-0.33,0.33,0.25,-0.04,0.04,1.36,-0.04,0.04,1.55,-0.32,0.32,F8 V,1.45,-0.51,0.51,6330.0,-47.0,47.0,4.19,"HD 67087, HIP 39767",8.43188226,107.62782029999998,16.121926464,2.6005705296,0.096615934,4.974768,0.9264,6.7936,4.2135351,0.35688666,0.07488019,4.0268902,169.22453,133.2713,360.90039,Jovian,1.55,F,8.1277104,08 07 39.7573,+31 33 04.7484,3.4559455,1.3491549,3.1403122,1.7088458,2.9773023,1.8061901,2.9773023,1.649419,2.9773023,5.0193469,5.8021244,0.4216633,0.0,0.0,Cold,0.0,0.30842452,Gemini,Gem,Twins,12.842659,1541.4658,3.86
HD 6718 b,3.0,533.95104,-76.278721,76.278721,8.454581999999998,-0.322848,0.354236,2009.0,2018-09-06,2496.0,-180.0,180.0,3.55,-0.18,0.18,0.1,-0.08,0.08,61.99839999999999,-0.7771999999999999,0.8131999999999999,177.36860000000001,-27.978999999999996,51.619479999999996,2456409.6,-175.24,594.52,69.0,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,HD 6718,16.952761,-8.233706,8.45,51.42,-0.14,0.14,-0.03,-0.048,0.048,1.08,-0.21,0.21,0.95,-0.02,0.02,G5 V,3.2196,-1.8038,1.8038,5801.0,-41.0,41.0,4.51,"HD 6718, HIP 5301",4.58795266,23.9466273,2.398998604,0.24853781959999996,0.25270585,3.56775,3.195,3.905,3.5544524,0.073025244,0.060048926,0.089702716,132.18902,126.1163,139.42682,Jovian,0.95,G,1.1301841,01 07 48.6629,-08 14 01.3416,0.91568757,0.71713856,1.6885317,0.90834431,1.6008815,0.96050261,1.6008815,0.87682865,1.6008815,2.5836723,2.1653042,0.47332457,0.0,0.0,Cold,0.0,0.13723049,Cetus,Cet,Whale,13.455938,533.95104,3.55
HD 68402 b,3.0,975.73197,-111.2398,111.2398,7.391874,-0.248862,0.266798,2016.0,2016-11-10,1103.0,-33.0,33.0,2.18,-0.09,0.09,0.03,-0.06,0.06,71.19,-2.9250000000000003,2.9246000000000003,17.19,-131.78,131.78,2453513.9200000004,-31.502,30.022000000000002,27.7,0.3352,-0.165,0.118,0.0,0.0,0.0,Radial Velocity,HD 68402,121.34872,-74.410416,9.11,78.61,-0.1,0.1,0.29,-0.1,0.1,1.12,-0.05,0.05,1.02,-0.05,0.05,G5 IV/V,2.0,-3.0,3.0,5950.0,-100.0,100.0,4.47,"HD 68402, HIP 39589",5.75355658,34.4849318,3.31181974,0.32486041,0.20201531,2.180981,2.1146,2.2454,2.1802455,0.24594579,0.23172315,0.26127653,179.38306,176.76133,182.14616,Jovian,1.02,G,8.0899149,08 05 23.6936,-74 24 37.4976,1.1683067,0.80275385,1.8831176,1.0167824,1.7853668,1.0750282,1.7853668,0.98148194,1.7853668,2.9183824,2.8311002,0.4169998,0.0,0.0,Cold,0.0,0.25744696,Volans,Vol,Flying Fish,13.103687,975.73197,2.18
HD 68988 b,3.0,626.12117,-31.7828,31.7828,12.584346,-1.2330999999999999,1.260004,2001.0,2018-09-06,6.27711,-0.00021,0.00021,0.07,0.0,0.0,0.12,-0.01,0.01,71.002,-0.612,0.576,149.8728,-20.4516,20.4516,2452285.2,-15.580400000000001,15.580400000000001,1.15,0.5586,-0.027200000000000002,0.023600000000000003,0.0,0.0,0.0,Radial Velocity,HD 68988,124.59238,61.460724,8.2,60.95,-0.19,0.19,0.35,-0.054000000000000006,0.054000000000000006,1.28,-0.09,0.09,1.19,-0.02,0.02,G2 V,1.842,-1.0224,1.8424,5932.0,-23.0,23.0,4.4,"HD 68988, HIP 40687",5.757053920000001,33.8134272,2.75067138,0.227069292,0.0048549198,0.070504,0.0616,0.0784,0.070126602,322.95403,255.59657,414.02419,1077.0858,1018.6703,1149.2151,Jovian,1.19,G,8.3061594,08 18 22.1737,+61 27 38.6064,1.5710396,0.93190964,2.1870301,1.180374,2.0735035,1.2480101,2.0735035,1.1393972,2.0735035,3.3842103,2.8698274,0.50090394,0.0,0.0,Hot,0.0,0.070330698,Ursa Major,UMa,Big Bear,13.361988,626.12117,0.07
HD 69830 b,3.0,10.202279,-3.4147440740000006,3.404573578,1.9505399999999997,-0.08071199999999999,0.10985800000000001,2006.0,2015-03-26,8.667,-0.003,0.003,0.0785,-0.00046,0.00026,0.1,-0.04,0.04,85.075,-2.1184000000000003,1.176,340.0,-26.0,26.0,2453496.8,-0.6,0.6,6.25,0.492,-0.18800000000000003,0.19000000000000003,0.0,0.0,0.0,Radial Velocity,HD 69830,124.59978,-12.632174,6.0,12.56,-0.01,0.01,-0.05,-0.02,0.02,0.86,-0.03,0.03,0.8565999959999999,-0.011199999960000002,0.01280000004,K0 V,7.0,-3.0,3.0,5385.0,-20.0,20.0,2.6350000199999997,"HD 69830, HIP 40693",2.59670504,7.54007186,11.054710179999999,22.956290259999996,0.0016117473,0.0788925,0.07065,0.08635,0.078598455,665.4086254,656.9241824000001,675.5975154,1050.8162379999999,1038.49836,1064.8666600000001,Neptunian,0.8565999959999999,K,8.3066522,08 18 23.9480,-12 37 55.8264,0.546463544,0.5653182880000001,1.3490588000000001,0.716053576,1.27902986,0.757495374,1.27902986,0.6912502060000001,1.27902986,1.98471984,0.98210685,0.47051557,0.0,0.0,Hot,0.0,0.22869065719999998,Puppis,Pup,Stern,3.1739337,10.202279,0.0785
HD 69830 c,3.0,11.791419,-4.605963438,4.625668774,1.9505399999999997,-0.08071199999999999,0.10985800000000001,2006.0,2015-03-26,31.56,-0.04,0.04,0.186,-0.00184,0.00184,0.13,-0.06,0.06,84.25399999999999,-2.1184000000000003,1.176,221.0,-35.0,35.0,2453469.6,-2.8,2.8,14.8,0.492,-0.18800000000000003,0.19000000000000003,0.0,0.0,0.0,Radial Velocity,HD 69830,124.59978,-12.632174,6.0,12.56,-0.01,0.01,-0.05,-0.02,0.02,0.86,-0.03,0.03,0.868,-0.016,0.016,K0 V,7.0,-3.0,3.0,5385.0,-20.0,20.0,4.502,"HD 69830, HIP 40693",2.2988953800000003,5.60262768,7.4486104,17.625689619999996,0.0038741217,0.1875717,0.16182,0.21018,0.18639515,575.75507612,568.8741032400001,584.70402432,857.945962,836.8119300000001,887.315502,Neptunian,0.89482208,K,8.3066522,08 18 23.9480,-12 37 55.8264,0.599108988,0.59001531,1.4081301800000001,0.747335824,1.33503488,0.790590516,1.33503488,0.72144917,1.33503488,2.07104266,0.98210685,0.47051557,0.0,0.0,Hot,0.0,0.32786213,Puppis,Pup,Stern,3.4564288,11.791419,0.186
HD 69830 d,3.0,18.116196,-2.885878262,2.945629926,1.8070519999999999,-0.071744,0.10089,2006.0,2015-03-26,197.0,-3.0,3.0,0.63,-0.005980000000000001,0.13598000000000002,0.07,-0.07,0.07,73.848,-0.396,0.41200000000000003,224.0,-61.0,61.0,2453358.0,-34.0,34.0,50.1,0.59,-0.18000000000000002,0.182,0.0,0.0,0.0,Radial Velocity,HD 69830,124.59978,-12.632174,6.0,12.56,-0.01,0.01,-0.05,-0.02,0.02,0.86,-0.03,0.03,0.938,-0.014000000000000002,0.014000000000000002,K0 V,7.0,-3.0,3.0,5385.0,-20.0,20.0,4.4319999999999995,"HD 69830, HIP 40693",2.8845001,8.927500939999998,10.34003298,20.11451258,0.016185702,0.6315435,0.5859,0.6741,0.6303865,41.130139282,34.074395890000005,50.40452882,450.6132180000001,419.37118399999997,495.875848,Neptunian,0.9602133299999999,K,8.3066522,08 18 23.9480,-12 37 55.8264,0.682116902,0.63279369,1.51030094,0.801520518,1.431902,0.84791206,1.431902,0.7737567080000001,1.431902,2.22132154,0.98210685,0.47051557,0.0,0.0,Hot,0.0,0.389230878,Puppis,Pup,Stern,4.4511957,18.116196,0.63
HD 70573 b,3.0,1938.7508,-127.1312,127.1312,9.261702000000001,-0.45960999999999996,0.45064199999999993,2007.0,2015-03-26,851.8,-11.6,11.6,1.76,-0.05,0.05,0.4,-0.1,0.1,88.7896,-0.7194,0.921,269.6,-14.3,14.3,2452106.5,-25.72,25.72,38.5,0.43420000000000003,-0.08860000000000001,0.07139999999999999,0.0,0.0,0.0,Radial Velocity,HD 70573,125.70813,1.859323,11.424,45.7,-0.128,0.128,-0.18,-0.2,0.2,1.0,-0.1,0.1,1.322,-0.032,0.032,G1-1.5 V,0.102,-0.024,0.024,5737.0,-70.0,70.0,4.59,"HD 70573,",17.739179999999998,416.130862,196.7282738,120.47807213399999,0.13171133,1.9008,1.056,2.464,1.7972014,0.24036037,0.11239486,0.61192755,172.72433,147.51342,225.33046,Jovian,0.83849388,G,8.3805428,08 22 49.9540,+01 51 33.5628,0.68238244,0.62145898,1.4657553,0.78715572,1.3896693,0.83240324,1.3896693,0.75985199,1.3896693,2.230374,1.8907152,0.2445259,0.0,0.0,Cold,0.0,0.25680865,Hydra,Hya,Water Snake,12.713733,1938.7508,1.76
HD 70642 b,3.0,633.43121,-5.7209041,5.7209041,8.454581999999998,-0.322848,0.354236,2003.0,2019-06-27,2124.54,-13.51,14.65,3.318,-0.021,0.022,0.175,-0.044,0.044,73.9784,-0.0182,0.0546,272.84,-14.002,15.584,2456159.1,-131.9,1912.3,113.0,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,HD 70642,125.36723,-39.70541,7.169,29.3,-0.03,0.03,0.22,-0.02,0.02,1.08,-0.01,0.01,0.98,-0.02,0.02,G5,0.919,-0.733,0.733,5732.0,-23.0,23.0,4.46,"HD 70642, HIP 40952",4.861336140000001,27.637897700000003,2.515778044,0.23328621359999996,0.22919621,3.3688069,2.73735,3.89865,3.3308313,0.085697244,0.061113482,0.12396665,137.04398,126.67157,151.17192,Jovian,0.98,G,8.357816,08 21 28.1375,-39 42 19.4760,0.92889265,0.72528908,1.7108798,0.91866968,1.6220695,0.97148135,1.6220695,0.88680483,1.6220695,2.6022351,1.9232546,0.3618973,0.0,0.0,Cold,0.0,0.14854378,Puppis,Pup,Stern,13.355165,633.43121,3.318
